ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
T20120005014,A,2006.0,1.0,NE,1.0,Paved,V,DC UTE,HOLDEN,RODEO,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,2900.0,R,P,4.0,6.0,5.0,1791.0,1.0,1109.0,,NE,1.0,1.0,H,SIL,ZZ,2.0,2,9.0,5,1.0,0.0,No control
T20120005015,A,2002.0,1.0,SW,1.0,Paved,V,WAGON,TOYOTA,RAV 4,,2,Station Wagon,,R,P,4.0,4.0,5.0,1200.0,1.0,,,SW,1.0,18.0,H,BLK,ZZ,2.0,1,2.0,4,2.0,0.0,No control
T20120005017,A,,2.0,SE,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,SE,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,1,2.0,1.0,Stop-go lights
T20120005017,B,2007.0,1.0,SE,1.0,Paved,V,SED,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1560.0,1.0,,,NE,3.0,3.0,H,WHI,ZZ,2.0,6,2.0,6,2.0,1.0,Stop-go lights
T20120005018,A,1998.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1548.0,2.0,,4000.0,N,2.0,15.0,H,SIL,ZZ,2.0,8,2.0,5,1.0,0.0,No control
T20120005018,B,1995.0,1.0,W,1.0,Paved,V,BUS,SCANIA,K113,,8,Bus/Coach,22500.0,R,D,6.0,6.0,53.0,10200.0,1.0,12300.0,,W,1.0,1.0,H,SIL,GRN,2.0,1,1.0,1,2.0,0.0,No control
T20120005019,A,2008.0,2.0,E,1.0,Paved,V,SEDAN,NISSAN,MICRA,,1,Car,,R,P,4.0,4.0,5.0,965.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120005019,B,2002.0,1.0,S,1.0,Paved,V,TOURER,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,4.0,1100.0,1.0,,,W,2.0,2.0,H,SIL,ZZ,2.0,1,2.0,3,1.0,11.0,Giveway sign
T20120005022,A,2010.0,1.0,S,1.0,Paved,V,SEDAN,VOLKS,POLO,,1,Car,,R,D,4.0,4.0,5.0,1115.0,1.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,7,2.0,4,1.0,1.0,Stop-go lights
T20120005022,B,2005.0,2.0,W,1.0,Paved,V,WAGON,TOYOTA,PRADO,,2,Station Wagon,,R,D,4.0,4.0,8.0,1926.0,1.0,,3000.0,W,1.0,1.0,H,GLD,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120005026,A,1995.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1100.0,2.0,,,W,17.0,18.0,H,RED,ZZ,2.0,F,0.0,4,1.0,0.0,No control
T20120005026,B,1998.0,2.0,E,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,,R,M,4.0,6.0,7.0,2100.0,1.0,,,E,1.0,1.0,H,BLU,ZZ,2.0,2,2.0,3,1.0,0.0,No control
T20120005032,A,2011.0,2.0,SW,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1450.0,1.0,,,SW,1.0,1.0,H,BRN,ZZ,2.0,9,0.0,4,1.0,0.0,No control
T20120005032,B,2007.0,1.0,SW,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,NE,5.0,5.0,H,BLU,ZZ,2.0,2,2.0,5,1.0,0.0,No control
T20120005033,A,1990.0,2.0,E,1.0,Paved,V,SEDAN,MERC B,420SEL,,1,Car,2000.0,R,P,4.0,,5.0,1700.0,1.0,300.0,,E,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,3,1.0,0.0,No control
T20120005033,B,2008.0,1.0,S,1.0,Paved,V,WAGON,MAZDA,CX-707,,2,Station Wagon,,R,P,4.0,4.0,5.0,1710.0,1.0,,2300.0,S,1.0,1.0,H,BLK,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005034,A,2007.0,1.0,S,1.0,Paved,V,UTIL,MITSUB,TRITON,,4,Utility,2960.0,R,D,4.0,4.0,5.0,1835.0,1.0,1125.0,,S,1.0,18.0,H,RED,ZZ,2.0,F,2.0,2,2.0,0.0,No control
T20120005035,A,0.0,1.0,NK,1.0,Paved,,SEDAN,UNKN,SEDAN,,1,Car,,,Z,,,,0.0,1.0,,,NK,99.0,3.0,H,CRM,ZZ,2.0,F,2.0,9,2.0,1.0,Stop-go lights
T20120005041,A,2008.0,1.0,S,1.0,Paved,V,VAN,ISUZU,NPR300,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,6500.0,R,D,4.0,4.0,3.0,3940.0,1.0,2560.0,,S,1.0,18.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005046,A,2005.0,2.0,N,1.0,Paved,V,SEDAN,MITSUB,380,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,N,17.0,17.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,1.0,Stop-go lights
T20120005046,B,2006.0,1.0,N,1.0,Paved,V,SEDAN,HONDA,ACCORD,,1,Car,,R,P,4.0,6.0,5.0,1525.0,1.0,,,N,99.0,1.0,H,SIL,ZZ,2.0,F,2.0,2,2.0,1.0,Stop-go lights
T20120005047,A,1998.0,1.0,S,1.0,Paved,V,TRAY,MITSUB,,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,12000.0,R,D,4.0,6.0,3.0,6060.0,1.0,5940.0,,S,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,4,1.0,0.0,No control
T20120005047,B,1991.0,2.0,E,1.0,Paved,V,TRAY,TOYOTA,R23,,4,Utility,3035.0,R,D,4.0,6.0,3.0,2060.0,1.0,975.0,,S,2.0,2.0,H,RED,ZZ,2.0,R,2.0,2,2.0,11.0,Giveway sign
T20120005052,A,2010.0,1.0,E,1.0,Paved,V,,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1785.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,9.0,F,0.0,2,1.0,1.0,Stop-go lights
T20120005052,B,2011.0,2.0,E,1.0,Paved,V,COUPE,AUDI,A1,,1,Car,,R,P,4.0,4.0,4.0,1040.0,1.0,,,E,15.0,15.0,H,BLK,ZZ,2.0,R,9.0,3,1.0,1.0,Stop-go lights
T20120005052,C,2007.0,8.0,E,1.0,Paved,V,TRAY,FORD,RANGER,,4,Utility,2841.0,R,D,4.0,4.0,2.0,1468.0,1.0,1373.0,,E,15.0,15.0,H,WHI,ZZ,2.0,R,0.0,1,2.0,1.0,Stop-go lights
T20120005054,A,2002.0,1.0,W,1.0,Paved,V,DC UTE,NISSAN,NAVARA,,4,Utility,2920.0,R,D,4.0,4.0,5.0,1895.0,1.0,1025.0,,W,8.0,8.0,H,BLU,ZZ,2.0,1,9.0,3,1.0,0.0,No control
T20120005054,B,2002.0,2.0,W,1.0,Paved,V,SEDAN,DAEWOO,NUBIRA,,1,Car,,R,M,4.0,4.0,5.0,1110.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,5,9.0,4,1.0,0.0,No control
T20120005055,A,2010.0,2.0,E,1.0,Paved,V,SEDAN,HYNDAI,,,1,Car,,R,P,4.0,4.0,5.0,1160.0,1.0,,,E,7.0,7.0,H,WHI,ZZ,2.0,5,2.0,5,1.0,99.0,Unknown
T20120005055,B,2004.0,1.0,E,1.0,Paved,V,S WAG,HONDA,ODYSSE,,2,Station Wagon,,R,P,4.0,4.0,7.0,1640.0,1.0,,,S,2.0,1.0,H,MVE,ZZ,2.0,F,2.0,1,9.0,99.0,Unknown
T20120005056,A,1994.0,2.0,SW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1350.0,2.0,,,SW,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,2,9.0,0.0,No control
T20120005056,B,2003.0,1.0,NE,1.0,Paved,V,S WAG,FORD,FALCON,,2,Station Wagon,,R,P,4.0,6.0,5.0,1674.0,3.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,8,2.0,1,2.0,0.0,No control
T20120005061,A,2010.0,1.0,E,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1030.0,2.0,,,S,4.0,1.0,H,GRY,ZZ,2.0,1,2.0,3,1.0,11.0,Giveway sign
T20120005061,B,2007.0,2.0,N,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,1050.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,11.0,Giveway sign
T20120005063,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,G,4.0,6.0,5.0,1685.0,1.0,,,W,2.0,18.0,H,GRY,ZZ,2.0,F,2.0,3,1.0,11.0,Giveway sign
T20120005063,B,1995.0,8.0,NK,1.0,Paved,V,SED,MERC B,20294A,,1,Car,,R,P,4.0,4.0,5.0,1355.0,0.0,,2200.0,NK,11.0,11.0,H,RED,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120005066,A,2000.0,1.0,S,1.0,Paved,V,SED,NISSAN,SILVI,,1,Car,,R,P,4.0,4.0,4.0,1200.0,1.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,3,2.0,3,1.0,9.0,Roundabout
T20120005066,B,2008.0,2.0,E,1.0,Paved,V,SEDAN,FORD,FALCON,,3,Taxi,,R,M,4.0,6.0,5.0,1500.0,1.0,,,E,1.0,1.0,H,YLW,ZZ,2.0,F,2.0,1,2.0,9.0,Roundabout
T20120005068,A,1998.0,2.0,N,1.0,Paved,V,SEDAN,HOLDEN,BARINA,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,N,1.0,15.0,H,GRN,ZZ,2.0,R,2.0,1,2.0,9.0,Roundabout
T20120005068,B,1996.0,1.0,N,1.0,Paved,V,S WAG,HOLDEN,VS,,2,Station Wagon,,R,P,4.0,6.0,5.0,1500.0,1.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,9.0,Roundabout
T20120005069,A,2006.0,2.0,S,1.0,Paved,V,SEDAN,FORD,FOCUS,,1,Car,,R,P,4.0,4.0,5.0,1218.0,1.0,,,S,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120005069,B,2003.0,1.0,N,1.0,Paved,V,WAGON,HYNDAI,TERRAC,,2,Station Wagon,,R,P,4.0,6.0,7.0,2027.0,1.0,,,N,1.0,1.0,H,GLD,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005070,A,1997.0,1.0,NK,3.0,Gravel,V,UTIL,FORD,FALCON,,4,Utility,2670.0,R,M,4.0,6.0,2.0,1500.0,1.0,1170.0,,NK,1.0,1.0,H,WHI,ZZ,0.0,5,0.0,6,2.0,0.0,No control
T20120005074,A,,1.0,E,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,E,7.0,7.0,H,ZZ,ZZ,0.0,N,2.0,6,2.0,0.0,No control
T20120005075,A,2010.0,1.0,E,3.0,Gravel,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1310.0,3.0,,,E,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005076,A,2010.0,1.0,E,1.0,Paved,V,WAGON,B M W,X5,,2,Station Wagon,,R,P,4.0,8.0,5.0,2105.0,1.0,,,E,1.0,6.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120005076,B,2011.0,8.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,8.0,5.0,1973.0,3.0,,,E,5.0,5.0,H,GRN,ZZ,2.0,N,2.0,6,2.0,0.0,No control
T20120005076,C,2011.0,8.0,E,1.0,Paved,V,WAGON,TOYOTA,LC200,,2,Station Wagon,3300.0,R,D,4.0,8.0,8.0,2700.0,1.0,600.0,,E,1.0,1.0,H,WHI,ZZ,2.0,4,2.0,2,2.0,0.0,No control
T20120005078,A,1995.0,2.0,NE,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2100.0,R,P,4.0,6.0,3.0,1250.0,2.0,850.0,,NE,17.0,17.0,H,BLK,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120005078,B,2001.0,1.0,NE,1.0,Paved,V,DC UTE,NISSAN,NAVARA,,4,Utility,,R,P,4.0,6.0,5.0,1425.0,1.0,,,NE,99.0,1.0,H,SIL,ZZ,2.0,F,9.0,1,9.0,0.0,No control
T20120005081,A,2001.0,1.0,SE,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1400.0,2.0,,,SE,1.0,18.0,H,SIL,ZZ,2.0,1,9.0,1,2.0,0.0,No control
T20120005082,A,2001.0,1.0,E,1.0,Paved,V,SED,HOLDEN,VECTRA,,1,Car,,,Z,,4.0,5.0,1290.0,1.0,,,N,1.0,3.0,H,MRN,ZZ,2.0,F,2.0,3,1.0,9.0,Roundabout
T20120005083,A,2002.0,1.0,S,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1163.0,1.0,,,S,1.0,1.0,H,BLU,ZZ,2.0,1,2.0,4,1.0,0.0,No control
T20120005083,B,1998.0,2.0,N,1.0,Paved,V,SEDAN,HYNDAI,EXCE97,,1,Car,,R,P,4.0,4.0,5.0,943.0,1.0,,1500.0,N,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,4,1.0,0.0,No control
T20120005085,A,1997.0,8.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1700.0,1.0,,,SE,17.0,17.0,H,RED,ZZ,2.0,R,0.0,2,2.0,0.0,No control
T20120005085,B,1998.0,2.0,SE,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,SE,17.0,17.0,H,WHI,ZZ,2.0,R,0.0,2,2.0,0.0,No control
T20120005085,C,1999.0,1.0,SE,1.0,Paved,V,COUPE,HYNDAI,EXCEL,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,SE,1.0,17.0,H,WHI,ZZ,2.0,F,0.0,3,1.0,0.0,No control
T20120005087,A,2008.0,2.0,W,1.0,Paved,V,SEDAN,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,1800.0,4.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,F,9.0,4,1.0,1.0,Stop-go lights
T20120005087,B,1994.0,1.0,E,1.0,Paved,V,SEDAN,MAZDA,626,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,S,2.0,2.0,H,MRN,ZZ,1.0,F,9.0,4,1.0,1.0,Stop-go lights
T20120005089,A,1990.0,1.0,W,1.0,Paved,V,SEDAN,MITSUB,EXECU,,1,Car,,R,P,4.0,4.0,5.0,1250.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,0.0,4,1.0,11.0,Giveway sign
T20120005089,B,2001.0,2.0,N,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,,R,D,4.0,4.0,7.0,2385.0,1.0,,,N,1.0,1.0,H,RED,ZZ,2.0,1,1.0,4,1.0,0.0,No control
T20120005089,C,2008.0,8.0,E,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,G,4.0,6.0,5.0,1704.0,2.0,,,E,1.0,15.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005090,A,2008.0,1.0,E,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,,R,P,4.0,6.0,5.0,1885.0,1.0,,,E,1.0,18.0,H,SIL,ZZ,2.0,T,2.0,5,1.0,0.0,No control
T20120005091,A,1999.0,1.0,S,3.0,Gravel,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,8.0,5.0,1400.0,2.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,7,2.0,2,2.0,0.0,No control
T20120005093,A,2002.0,1.0,E,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1251.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,0.0,6,2.0,0.0,No control
T20120005095,A,2009.0,1.0,SE,1.0,Paved,V,COUPE,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,1103.0,3.0,,,SE,1.0,18.0,H,BLK,ZZ,2.0,4,9.0,5,1.0,0.0,No control
T20120005096,A,2010.0,2.0,E,1.0,Paved,V,S WAG,HOLDEN,OMEGA,,2,Station Wagon,,R,P,4.0,6.0,5.0,1785.0,5.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,R,1.0,4,1.0,0.0,No control
T20120005096,B,2006.0,1.0,E,1.0,Paved,V,SEDAN,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,980.0,1.0,,,E,1.0,1.0,H,BLK,ZZ,2.0,F,1.0,5,1.0,0.0,No control
T20120005098,A,2007.0,2.0,N,1.0,Paved,V,SEDAN,HYNDAI,ELANTR,,1,Car,,R,P,4.0,4.0,5.0,1219.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
T20120005098,B,1998.0,1.0,S,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,,R,D,4.0,6.0,7.0,2270.0,1.0,,,W,2.0,2.0,H,GLD,ZZ,2.0,5,1.0,2,2.0,1.0,Stop-go lights
T20120005101,A,2009.0,1.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,G,4.0,6.0,5.0,1754.0,5.0,,,W,1.0,1.0,H,GRY,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
T20120005101,B,2006.0,2.0,N,1.0,Paved,V,SEDAN,NISSAN,TIIDA,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
T20120005103,A,1994.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,SONATA,,1,Car,,R,P,4.0,4.0,5.0,1250.0,1.0,,,N,1.0,1.0,H,CRM,ZZ,2.0,T,1.0,5,2.0,0.0,No control
T20120005104,A,1988.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,LEXCEN,,1,Car,2000.0,R,P,4.0,6.0,5.0,1700.0,2.0,300.0,,W,99.0,18.0,H,WHI,ZZ,2.0,F,9.0,5,1.0,0.0,No control
T20120005106,A,2003.0,2.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1610.0,2.0,,,W,1.0,17.0,H,BLU,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120005106,B,2008.0,1.0,W,1.0,Paved,V,WAGON,JEEP,COMPAS,,2,Station Wagon,1980.0,R,P,4.0,4.0,5.0,1460.0,1.0,520.0,,W,1.0,17.0,H,SIL,ZZ,2.0,F,2.0,9,2.0,0.0,No control
T20120005111,A,2011.0,1.0,E,1.0,Paved,V,TRAY,TOYOTA,HILUX,,4,Utility,2820.0,R,P,4.0,4.0,3.0,1485.0,1.0,1335.0,,N,3.0,3.0,H,WHI,ZZ,2.0,5,2.0,1,2.0,1.0,Stop-go lights
T20120005112,A,2011.0,1.0,W,1.0,Paved,V,CYCLE,KAWASA,EX250,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,W,1.0,17.0,H,RED,ZZ,2.0,1,0.0,3,1.0,0.0,No control
T20120005114,A,2006.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1575.0,1.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,1,2.0,0.0,No control
T20120005116,A,1997.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120005116,B,2003.0,2.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,4.0,1100.0,1.0,,,W,1.0,1.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
T20120005116,C,1996.0,8.0,W,1.0,Paved,V,SED,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,W,1.0,1.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
T20120005117,A,2003.0,1.0,SE,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1415.0,1.0,,,SE,6.0,6.0,H,SIL,ZZ,2.0,2,2.0,1,2.0,99.0,Unknown
T20120005117,B,1999.0,2.0,SE,1.0,Paved,V,CYCLE,YAMAHA,,,10,Motor Cycle,1800.0,R,P,4.0,,5.0,1400.0,1.0,400.0,,SE,1.0,1.0,H,BLU,BLK,2.0,5,2.0,1,1.0,99.0,Unknown
T20120005120,A,1994.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,W,1.0,17.0,H,RED,ZZ,2.0,F,2.0,6,2.0,5.0,Ped. crossing
T20120005121,A,1995.0,1.0,W,1.0,Paved,V,TRAY,TOYOTA,HILUX8,,4,Utility,,R,P,4.0,4.0,3.0,1200.0,1.0,,2400.0,NW,2.0,2.0,H,WHI,ZZ,2.0,4,2.0,4,1.0,10.0,Stop sign
T20120005121,B,2011.0,2.0,SE,1.0,Paved,V,VAN,FORD,TRANSI,,5,Panel Van,2840.0,R,D,4.0,4.0,3.0,1665.0,1.0,1175.0,,SE,1.0,1.0,H,YLW,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005127,A,1999.0,1.0,N,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1585.0,1.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120005127,B,,2.0,S,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,S,1.0,1.0,H,ZZ,ZZ,0.0,4,2.0,4,9.0,0.0,No control
T20120005128,A,1999.0,1.0,SE,1.0,Paved,V,P MVR,KENWTH,K104,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,8480.0,1.0,,2000.0,SE,1.0,18.0,H,WHI,ZZ,2.0,9,9.0,4,1.0,0.0,No control
T20120005131,A,1990.0,1.0,E,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,1650.0,R,P,4.0,6.0,5.0,1350.0,2.0,300.0,,SE,4.0,4.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005131,B,2000.0,2.0,NW,1.0,Paved,V,P MVR,MACK,FLEETL,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,8250.0,1.0,,,NW,1.0,1.0,H,BLK,RED,2.0,6,2.0,1,2.0,0.0,No control
T20120005133,A,2010.0,1.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,5.0,1545.0,1.0,,,N,2.0,2.0,H,GRY,ZZ,2.0,2,9.0,1,2.0,0.0,No control
T20120005133,B,2002.0,2.0,W,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2275.0,R,P,4.0,8.0,2.0,1655.0,1.0,620.0,,W,7.0,7.0,H,YLW,ZZ,2.0,5,9.0,1,2.0,0.0,No control
T20120005135,A,2010.0,2.0,N,1.0,Paved,V,WAGON,HONDA,CRV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1500.0,1.0,,,N,1.0,17.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120005135,B,2009.0,1.0,N,1.0,Paved,V,SEDAN,B M W,320D,,1,Car,,R,D,4.0,4.0,5.0,1403.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,9,9.0,0.0,No control
T20120005140,A,2008.0,2.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1785.0,1.0,,,N,2.0,2.0,H,WHI,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120005140,B,1994.0,1.0,W,1.0,Paved,V,CYCLE,HONDA,RVF400,,10,Motor Cycle,,,Z,,4.0,,,1.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,2.0,0.0,No control
T20120005141,A,,1.0,S,1.0,Paved,,,UNKN,,,99,Not Known,,,Z,,,,,1.0,,,E,3.0,3.0,H,ZZ,ZZ,2.0,5,2.0,9,2.0,11.0,Giveway sign
T20120005141,B,,2.0,E,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,6,2.0,11.0,Giveway sign
T20120005143,A,2001.0,1.0,N,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,,R,D,4.0,6.0,8.0,2363.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120005143,B,2000.0,2.0,N,1.0,Paved,V,COUPE,HONDA,PRELUD,,1,Car,,R,P,4.0,4.0,4.0,1298.0,1.0,,,N,1.0,15.0,H,SIL,ZZ,2.0,R,2.0,4,1.0,0.0,No control
T20120005152,A,2010.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,GTS,,1,Car,,R,P,4.0,8.0,5.0,1829.0,2.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,1,2.0,9,9.0,0.0,No control
T20120005152,B,2009.0,1.0,N,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2820.0,R,G,4.0,6.0,2.0,2020.0,1.0,800.0,,S,5.0,5.0,H,YLW,ZZ,2.0,F,9.0,2,9.0,0.0,No control
T20120005155,A,2005.0,1.0,SE,3.0,Gravel,V,UTIL,HOLDEN,COMMOD,,4,Utility,,R,P,4.0,8.0,2.0,1300.0,1.0,,,SE,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
