ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
T20120003343,B,,1.0,N,1.0,Paved,,,UNKN,,,5,Panel Van,,,Z,,,,,1.0,,,N,9.0,9.0,H,ZZ,ZZ,2.0,R,2.0,9,2.0,0.0,No control
T20120003345,A,1999.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,VIENTA,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,N,5.0,5.0,H,RED,ZZ,2.0,1,2.0,2,2.0,0.0,No control
T20120003345,B,1985.0,2.0,S,1.0,Paved,V,SEDAN,TOYOTA,,,1,Car,,R,P,4.0,,5.0,850.0,1.0,,,S,1.0,1.0,H,GRN,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003346,A,2002.0,2.0,E,1.0,Paved,V,SEDAN,SUBARU,IMPREZ,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,E,1.0,17.0,H,BLK,ZZ,2.0,8,2.0,1,2.0,0.0,No control
T20120003346,B,1996.0,1.0,E,1.0,Paved,V,SOLO,YAMAHA,FZR250,,10,Motor Cycle,,,P,2.0,4.0,,,1.0,,250.0,E,99.0,99.0,H,WHI,BLU,2.0,F,0.0,1,2.0,0.0,No control
T20120003349,A,2003.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1690.0,2.0,,4000.0,S,1.0,18.0,H,BLU,ZZ,2.0,3,9.0,4,1.0,0.0,No control
T20120003350,A,2006.0,1.0,W,1.0,Paved,V,COUPE,HOLDEN,BARINA,,1,Car,,R,P,4.0,4.0,5.0,1116.0,1.0,,,W,1.0,2.0,H,BLU,ZZ,2.0,5,1.0,4,1.0,0.0,No control
T20120003352,A,1993.0,1.0,S,1.0,Paved,V,S WAG,TOYOTA,CAMRY,,2,Station Wagon,,R,P,4.0,4.0,5.0,1200.0,1.0,,2200.0,W,2.0,2.0,H,WHI,ZZ,2.0,F,9.0,4,1.0,1.0,Stop-go lights
T20120003352,B,1998.0,2.0,N,1.0,Paved,V,SEDAN,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1096.0,1.0,,,N,1.0,1.0,H,RED,ZZ,2.0,F,9.0,4,1.0,1.0,Stop-go lights
T20120003357,A,1999.0,1.0,S,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2140.0,R,P,4.0,6.0,2.0,1300.0,1.0,840.0,,S,1.0,99.0,H,BLK,ZZ,2.0,2,2.0,5,1.0,0.0,No control
T20120003357,B,,8.0,S,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,,,Z,,,,,4.0,,,S,1.0,3.0,H,BLK,ZZ,2.0,3,1.0,4,1.0,0.0,No control
T20120003357,C,,8.0,S,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,,,Z,,,,,4.0,,,S,1.0,3.0,H,ZZ,ZZ,2.0,5,1.0,2,2.0,0.0,No control
T20120003357,D,,8.0,S,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,,,Z,,,,,4.0,,,S,1.0,1.0,H,RED,ZZ,2.0,F,1.0,2,2.0,0.0,No control
T20120003360,A,2008.0,1.0,NW,1.0,Paved,V,WAGON,FORD,FALCO,,2,Station Wagon,,R,G,4.0,6.0,5.0,1600.0,1.0,,,NK,10.0,9.0,H,GRY,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120003360,B,,2.0,S,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,S,1.0,1.0,H,ZZ,ZZ,0.0,5,2.0,1,2.0,0.0,No control
T20120003361,A,1975.0,1.0,SW,1.0,Paved,V,SEDAN,HOLDEN,HJ,,1,Car,,R,M,4.0,8.0,5.0,1300.0,1.0,,,SW,1.0,18.0,H,BLU,ZZ,2.0,5,1.0,5,1.0,0.0,No control
T20120003362,A,2003.0,1.0,S,1.0,Paved,V,SOLO,SUZUKI,GSXR60,,10,Motor Cycle,,,P,2.0,4.0,,,1.0,,600.0,S,1.0,18.0,H,BLK,YLW,2.0,5,2.0,4,1.0,0.0,No control
T20120003363,A,2001.0,2.0,S,1.0,Paved,V,SEDAN,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1142.0,2.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,3,2.0,4,1.0,1.0,Stop-go lights
T20120003363,B,2006.0,1.0,N,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1230.0,1.0,,,E,2.0,2.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120003369,A,2001.0,1.0,NE,1.0,Paved,V,S WAG,KIA,CARENS,,2,Station Wagon,,R,P,4.0,4.0,6.0,1300.0,1.0,,,SE,2.0,2.0,H,WHI,ZZ,2.0,1,1.0,2,2.0,0.0,No control
T20120003369,B,,2.0,NE,1.0,Paved,N,CYCLE,KAWASA,EX650C,,10,Motor Cycle,,,Z,,2.0,,202.0,1.0,,,NE,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,4,1.0,0.0,No control
T20120003371,A,1994.0,1.0,W,3.0,Gravel,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,W,99.0,18.0,H,WHI,ZZ,2.0,F,0.0,5,1.0,0.0,No control
T20120003372,A,2004.0,1.0,SW,1.0,Paved,V,SOLO,YAMAHA,XT250,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,225.0,SW,2.0,1.0,H,BLK,SIL,2.0,5,0.0,2,2.0,0.0,No control
T20120003374,A,,1.0,NW,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,NW,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,2,2.0,0.0,No control
T20120003375,A,2009.0,1.0,SW,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,SW,1.0,1.0,H,RED,ZZ,2.0,2,2.0,4,2.0,10.0,Stop sign
T20120003375,B,1993.0,2.0,SE,1.0,Paved,V,SED,MITSUB,MAGNA,,1,Car,,R,P,4.0,4.0,5.0,1350.0,2.0,,,SE,1.0,1.0,H,GRN,ZZ,2.0,F,2.0,2,2.0,0.0,No control
T20120003380,A,2004.0,1.0,E,1.0,Paved,V,RDSTR,CHRYS,CROSSF,,1,Car,,R,P,4.0,6.0,2.0,1350.0,2.0,,3200.0,E,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003380,B,2004.0,2.0,W,1.0,Paved,V,SEDAN,NISSAN,N16 PU,,1,Car,,R,P,4.0,4.0,5.0,1100.0,2.0,,1800.0,W,1.0,1.0,H,MRN,ZZ,2.0,F,0.0,4,1.0,0.0,No control
T20120003380,C,2010.0,8.0,E,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2820.0,R,G,4.0,6.0,2.0,1595.0,0.0,1225.0,,E,11.0,11.0,H,SIL,ZZ,2.0,9,2.0,6,2.0,0.0,No control
T20120003381,A,2007.0,1.0,E,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,3060.0,R,D,4.0,6.0,5.0,2455.0,2.0,605.0,,NE,1.0,1.0,H,SIL,ZZ,2.0,F,0.0,5,1.0,0.0,No control
T20120003381,B,1997.0,2.0,N,1.0,Paved,V,UTIL,HOLDEN,RODEO,,4,Utility,,R,D,4.0,4.0,2.0,1200.0,1.0,,,N,1.0,1.0,H,RED,ZZ,2.0,6,9.0,5,1.0,11.0,Giveway sign
T20120003384,A,1995.0,1.0,NW,1.0,Paved,V,WAGON,L ROV,DISC94,,2,Station Wagon,,R,P,4.0,8.0,7.0,1940.0,4.0,,4000.0,NW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120003384,B,2005.0,8.0,SE,1.0,Paved,V,SEDAN,SUBARU,LIBERT,,1,Car,,R,P,4.0,6.0,5.0,1490.0,2.0,,,SE,1.0,1.0,H,BLU,ZZ,2.0,2,2.0,5,1.0,0.0,No control
T20120003384,C,2003.0,2.0,NW,1.0,Paved,V,COUPE,MITSUB,MIRAGE,,1,Car,,R,P,4.0,4.0,5.0,935.0,1.0,,,N,2.0,17.0,H,BLK,ZZ,2.0,6,2.0,2,1.0,0.0,No control
T20120003385,A,2010.0,2.0,SE,1.0,Paved,V,UTIL,HOLDEN,CDORE,,4,Utility,,R,P,4.0,8.0,2.0,1767.0,2.0,,,SE,6.0,6.0,H,BLU,ZZ,2.0,5,0.0,3,1.0,0.0,No control
T20120003385,B,2005.0,1.0,SE,1.0,Paved,V,SEDAN,ALFA R,15605A,,1,Car,,R,P,4.0,4.0,5.0,1225.0,1.0,,2000.0,SE,6.0,6.0,H,RED,ZZ,2.0,4,0.0,5,1.0,0.0,No control
T20120003386,A,2007.0,1.0,N,1.0,Paved,V,SOLO,SUZUKI,VL,,10,Motor Cycle,,,P,2.0,2.0,,,1.0,,800.0,N,1.0,1.0,H,RED,BLK,2.0,F,2.0,1,2.0,0.0,No control
T20120003386,B,2002.0,2.0,N,1.0,Paved,V,SED,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1141.0,1.0,,1800.0,N,1.0,1.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120003387,A,1996.0,1.0,E,1.0,Paved,V,S WAG,TOYOTA,LANDCR,,2,Station Wagon,,R,M,4.0,6.0,8.0,2000.0,2.0,,,S,2.0,2.0,H,GRN,ZZ,2.0,9,2.0,3,1.0,1.0,Stop-go lights
T20120003387,B,2003.0,2.0,W,1.0,Paved,V,WAGON,VOLVO,XC90,,2,Station Wagon,,R,P,4.0,5.0,7.0,2046.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,4,2.0,3,1.0,1.0,Stop-go lights
T20120003394,A,1992.0,1.0,N,1.0,Paved,V,SEDAN,FORD,FAL,,1,Car,,R,P,4.0,6.0,5.0,1400.0,2.0,,,N,3.0,3.0,H,SIL,ZZ,2.0,5,9.0,5,2.0,0.0,No control
T20120003396,A,1995.0,1.0,SE,1.0,Paved,V,SEDAN,HONDA,ACCORD,,1,Car,,R,P,4.0,4.0,5.0,1326.0,1.0,,,NE,3.0,3.0,H,GRN,ZZ,2.0,F,2.0,2,2.0,11.0,Giveway sign
T20120003396,B,2004.0,2.0,NE,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1455.0,2.0,,,NE,1.0,1.0,H,BLK,ZZ,2.0,6,2.0,3,1.0,0.0,No control
T20120003397,A,2009.0,1.0,E,3.0,Gravel,V,CYCLE,YAMAHA,XVS650,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,2,1.0,0.0,No control
T20120003398,A,2007.0,1.0,W,1.0,Paved,V,SOLO,HYOSUN,,,10,Motor Cycle,,,P,2.0,2.0,,,1.0,,650.0,W,1.0,18.0,H,BLK,ZZ,2.0,1,2.0,2,2.0,0.0,No control
T20120003399,A,,1.0,S,1.0,Paved,,,UNKN,,,1,Car,,,Z,,,,,1.0,,,S,99.0,99.0,H,WHI,ZZ,9.0,9,9.0,9,2.0,0.0,No control
T20120003399,B,2000.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,CALAIS,,1,Car,,R,P,4.0,8.0,5.0,1400.0,1.0,,,S,8.0,8.0,H,GRN,ZZ,2.0,2,2.0,4,1.0,0.0,No control
T20120003400,A,1996.0,1.0,W,3.0,Gravel,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1450.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,2,0.0,5,1.0,10.0,Stop sign
T20120003400,B,,2.0,S,3.0,Gravel,V,TRAIN,UNKN,,,16,Train,,,Z,,,,,1.0,,,S,1.0,1.0,H,ZZ,ZZ,2.0,F,2.0,1,2.0,10.0,Stop sign
T20120003402,A,2001.0,1.0,W,1.0,Paved,V,S WAG,FORD,FORTE,,2,Station Wagon,,R,P,4.0,6.0,5.0,1580.0,1.0,,4000.0,W,1.0,2.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003403,A,2007.0,1.0,E,2.0,Unpaved,V,SEDAN,MITSUB,380,,1,Car,,R,P,4.0,6.0,5.0,1670.0,1.0,,,NK,4.0,9.0,H,GRY,ZZ,2.0,R,2.0,6,2.0,0.0,No control
T20120003408,A,1988.0,2.0,S,1.0,Paved,V,SEDAN,MAZDA,929,,1,Car,,R,P,4.0,6.0,5.0,1450.0,2.0,,,S,1.0,17.0,H,BLU,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120003408,B,1999.0,1.0,S,1.0,Paved,V,SEDAN,NISSAN,PULSAR,,1,Car,,R,P,4.0,4.0,5.0,1050.0,1.0,,,S,1.0,17.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120003409,A,1992.0,2.0,E,1.0,Paved,V,S WAG,SUBARU,LIBERT,,2,Station Wagon,,R,P,4.0,4.0,5.0,1250.0,2.0,,,E,15.0,15.0,H,BLU,ZZ,2.0,R,2.0,2,2.0,9.0,Roundabout
T20120003409,B,2002.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,BERLIN,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,1,2.0,9.0,Roundabout
T20120003415,A,2000.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1512.0,2.0,,3800.0,E,99.0,4.0,H,RED,ZZ,2.0,F,9.0,9,2.0,0.0,No control
T20120003423,A,2009.0,1.0,N,1.0,Paved,V,VAN,ISUZU,FVL,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,24000.0,R,D,6.0,6.0,3.0,10700.0,1.0,13300.0,,N,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120003423,B,2002.0,2.0,N,1.0,Paved,V,SEDAN,TOYOTA,ECHO,,1,Car,,R,P,4.0,4.0,5.0,875.0,2.0,,,N,17.0,17.0,H,SIL,ZZ,2.0,R,2.0,5,1.0,0.0,No control
T20120003423,C,1999.0,8.0,N,1.0,Paved,V,VAN,MAZDA,T4000,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,4400.0,R,D,4.0,4.0,3.0,2780.0,1.0,1620.0,,N,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120003424,A,2005.0,1.0,NW,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,6.0,7.0,1700.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,F,9.0,5,1.0,0.0,No control
T20120003425,A,2010.0,1.0,W,1.0,Paved,V,TRAY,TOYOTA,HILUX,,4,Utility,2810.0,R,D,4.0,4.0,3.0,1725.0,1.0,1085.0,,NK,4.0,1.0,H,WHI,ZZ,2.0,1,2.0,1,2.0,0.0,No control
T20120003425,B,,2.0,S,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,S,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,1,2.0,0.0,No control
T20120003432,A,2012.0,2.0,S,1.0,Paved,V,SEDAN,JAGUAR,XJ,,1,Car,,R,D,4.0,6.0,5.0,1725.0,2.0,,,S,17.0,17.0,H,BLK,ZZ,2.0,6,2.0,1,2.0,0.0,No control
T20120003432,B,0.0,1.0,S,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,S,1.0,1.0,H,ZZ,ZZ,0.0,1,2.0,1,2.0,0.0,No control
T20120003433,A,2007.0,1.0,SW,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1227.0,1.0,,,SW,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,2,2.0,99.0,Unknown
T20120003433,B,2009.0,2.0,SW,1.0,Paved,V,WAGON,JEEP,WRANGL,,2,Station Wagon,,R,P,4.0,6.0,5.0,1912.0,1.0,,,SW,17.0,17.0,H,SIL,ZZ,2.0,R,9.0,1,2.0,99.0,Unknown
T20120003434,A,2009.0,1.0,SW,1.0,Paved,V,WAGON,VOLKS,PASSAT,,2,Station Wagon,,R,P,4.0,4.0,5.0,1747.0,1.0,,,SE,3.0,3.0,H,BLU,ZZ,2.0,1,2.0,6,2.0,11.0,Giveway sign
T20120003434,B,0.0,2.0,SE,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,SE,1.0,1.0,H,ZZ,ZZ,0.0,5,2.0,6,2.0,0.0,No control
T20120003439,A,2002.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1512.0,1.0,,,E,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,3,1.0,0.0,No control
T20120003439,B,2009.0,2.0,E,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,,R,G,4.0,6.0,2.0,1545.0,1.0,,,E,15.0,15.0,H,WHI,ZZ,2.0,4,2.0,4,1.0,0.0,No control
T20120003440,A,,1.0,W,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,W,1.0,1.0,H,ZZ,ZZ,0.0,F,1.0,1,2.0,0.0,No control
T20120003440,B,2006.0,2.0,W,1.0,Paved,V,BUS,MITSUB,,,8,Bus/Coach,6185.0,R,P,4.0,4.0,25.0,4360.0,1.0,1825.0,,W,11.0,11.0,H,WHI,ZZ,2.0,2,0.0,9,2.0,0.0,No control
T20120003443,A,2004.0,1.0,E,1.0,Paved,V,HOE,J C,3CX494,,17,Other Vehicle,8071.0,R,D,4.0,4.0,5.0,8070.0,1.0,1.0,4000.0,E,2.0,2.0,H,YLW,ZZ,2.0,1,1.0,1,2.0,0.0,No control
T20120003443,B,1997.0,2.0,E,1.0,Paved,V,SED,HOLDEN,VTPC97,,1,Car,,R,P,4.0,6.0,3.0,1425.0,3.0,,3800.0,E,7.0,7.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003445,A,2009.0,1.0,NE,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1201.0,1.0,,,SE,2.0,2.0,H,RED,ZZ,2.0,7,0.0,2,2.0,0.0,No control
T20120003445,B,2010.0,2.0,SW,1.0,Paved,V,CYCLE,UNKN,VENOX,,10,Motor Cycle,,,P,2.0,2.0,,,1.0,,250.0,SW,1.0,1.0,H,BLK,ZZ,2.0,F,0.0,2,2.0,0.0,No control
T20120003447,A,2000.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,CALAIS,,1,Car,,R,M,4.0,6.0,5.0,1600.0,1.0,,,NE,1.0,1.0,H,SIL,ZZ,2.0,9,2.0,5,1.0,0.0,No control
T20120003448,A,2001.0,1.0,NE,3.0,Gravel,V,SOLO,SUZUKI,DRZ40E,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,400.0,NE,1.0,1.0,H,YLW,ZZ,2.0,8,9.0,9,2.0,0.0,No control
T20120003449,A,2000.0,1.0,S,1.0,Paved,V,S WAG,FORD,FUTURA,,2,Station Wagon,,R,G,4.0,6.0,5.0,1605.0,1.0,,,W,2.0,2.0,H,MRN,ZZ,2.0,6,2.0,4,1.0,1.0,Stop-go lights
T20120003449,B,1991.0,2.0,N,1.0,Paved,V,COUPE,HONDA,PRELUD,,1,Car,,R,P,4.0,4.0,4.0,1100.0,2.0,,,N,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120003450,A,2004.0,1.0,S,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,S,1.0,2.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120003450,B,2010.0,2.0,N,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1260.0,0.0,,,N,11.0,11.0,H,GRY,ZZ,2.0,1,2.0,4,2.0,0.0,No control
T20120003451,A,1994.0,1.0,W,1.0,Paved,V,VAN,TOYOTA,HIACE,,5,Panel Van,2800.0,R,P,4.0,4.0,3.0,1450.0,1.0,1350.0,,W,1.0,18.0,H,WHI,ZZ,2.0,F,9.0,4,1.0,0.0,No control
T20120003452,A,2002.0,1.0,E,1.0,Paved,V,S WAG,FORD,FALCON,,2,Station Wagon,,R,M,4.0,6.0,5.0,1620.0,1.0,,4000.0,NK,4.0,9.0,H,RED,ZZ,2.0,R,2.0,6,2.0,0.0,No control
T20120003453,A,1994.0,1.0,W,3.0,Gravel,V,SEDAN,HOLDEN,BARINA,,1,Car,,R,P,4.0,4.0,5.0,800.0,1.0,,,W,3.0,18.0,H,WHI,ZZ,2.0,9,2.0,3,1.0,0.0,No control
T20120003464,A,2010.0,1.0,N,2.0,Unpaved,V,SOLO,SUZUKI,DRZ400,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,400.0,NE,2.0,2.0,H,BLK,ZZ,2.0,N,2.0,6,2.0,0.0,No control
T20120003465,A,,1.0,SE,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,5,9.0,1,2.0,99.0,Unknown
T20120003466,A,,1.0,N,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,N,1.0,18.0,H,ZZ,ZZ,0.0,F,2.0,1,2.0,0.0,No control
T20120003467,A,2005.0,1.0,NW,1.0,Paved,V,UTIL,MITSUB,TRITON,,4,Utility,2830.0,R,D,4.0,4.0,5.0,1739.0,1.0,1091.0,,NW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,6,2.0,1.0,Stop-go lights
T20120003468,A,1989.0,1.0,W,1.0,Paved,V,TRAY,TOYOTA,LANDC,,4,Utility,3035.0,R,D,4.0,6.0,3.0,1900.0,1.0,1135.0,,W,1.0,1.0,H,FWN,ZZ,2.0,1,0.0,1,2.0,0.0,No control
T20120003468,B,1992.0,2.0,E,1.0,Paved,V,SEDAN,FORD,FESTIV,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,1,0.0,5,2.0,0.0,No control
T20120003469,A,,1.0,N,1.0,Paved,N,P VAN,MITSUB,PAJERO,,5,Panel Van,,,Z,,6.0,,1856.0,2.0,,,N,1.0,18.0,H,RED,ZZ,2.0,6,2.0,5,1.0,0.0,No control
T20120003471,A,,1.0,E,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,6,2.0,99.0,Unknown
T20120003471,B,,2.0,E,1.0,Paved,,,UNKN,,,5,Panel Van,,,Z,,,,,1.0,,,E,15.0,15.0,H,ZZ,ZZ,2.0,R,2.0,6,2.0,99.0,Unknown
T20120003475,A,1994.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1300.0,2.0,,,N,2.0,2.0,H,RED,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003475,B,1997.0,2.0,E,1.0,Paved,V,SEDAN,FORD,FAIRMO,,1,Car,,R,P,4.0,6.0,5.0,1550.0,3.0,,,E,1.0,1.0,H,RED,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003476,A,2004.0,1.0,NW,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1083.0,2.0,,,NW,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120003476,B,1996.0,2.0,NW,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,2705.0,R,P,4.0,6.0,5.0,1715.0,1.0,990.0,,NW,1.0,1.0,H,GRN,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120003478,A,2010.0,1.0,SW,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,1850.0,R,P,4.0,4.0,5.0,1330.0,1.0,520.0,,SW,1.0,1.0,H,RED,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
T20120003478,B,2001.0,2.0,NW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1505.0,1.0,,4000.0,NW,1.0,1.0,H,SIL,ZZ,2.0,2,2.0,4,1.0,0.0,No control
T20120003482,A,1995.0,1.0,W,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,750.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120003482,B,2009.0,2.0,W,1.0,Paved,V,S WAG,MAZDA,6,,2,Station Wagon,,R,P,4.0,4.0,5.0,1508.0,1.0,,,W,17.0,15.0,H,BLK,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120003485,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,W,2.0,2.0,H,WHI,ZZ,2.0,5,2.0,3,1.0,0.0,No control
T20120003485,B,2006.0,2.0,N,1.0,Paved,V,SEDAN,TOYOTA,COROLA,,1,Car,,R,P,4.0,4.0,5.0,1250.0,2.0,,,N,1.0,1.0,H,RED,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120003485,C,2008.0,8.0,E,1.0,Paved,V,WAGON,HYNDAI,TERRAC,,2,Station Wagon,,R,D,4.0,4.0,5.0,2021.0,1.0,,,N,3.0,17.0,H,SIL,ZZ,2.0,1,2.0,1,1.0,11.0,Giveway sign
T20120003486,A,2011.0,1.0,E,1.0,Paved,Q,SED,FORD,FALCON,,1,Car,,,Z,,6.0,5.0,,1.0,,,E,17.0,17.0,H,WHI,ZZ,2.0,1,2.0,4,1.0,1.0,Stop-go lights
T20120003486,B,1986.0,2.0,E,1.0,Paved,V,SEDAN,B M W,323IA,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,E,17.0,17.0,H,SIL,ZZ,2.0,8,2.0,4,1.0,1.0,Stop-go lights
T20120003487,A,2000.0,1.0,S,1.0,Paved,V,COUPE,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,S,1.0,18.0,H,SIL,ZZ,2.0,9,2.0,2,2.0,0.0,No control
T20120003490,A,2008.0,1.0,SE,1.0,Paved,V,TRAY,NISSAN,NAVARA,,4,Utility,,R,D,4.0,4.0,3.0,1580.0,1.0,,,SE,1.0,17.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
